customer_id,call_duration_sec,calls_per_day,night_call_ratio,sim_age_days,recharge_amount,unique_contacts,location_changes,device_changes,in_out_ratio,fraud
CUST000000,413.78817522602003,30.0510630366987,0.36257337947075907,1.0,291.12917711308614,1.0,1,1,0.4950967553156916,1
CUST000001,46.29339264300039,95.2973336362173,0.4635180599020929,473.7193711009123,161.93747574388507,84.45033703453477,1,2,1.3403963224872066,1
CUST000002,115.06832038818025,114.03124569742934,0.5032437166251236,11.44814207469642,63.239705471232014,34.5314281442178,4,1,1.1903874098775613,1
CUST000003,150.1619031356941,1.0,0.34152937157948815,668.5099521590541,423.6249739185614,59.348856767401315,3,1,1.304987607448379,1
CUST000004,257.4333004770244,13.349464545568352,0.6870736953961571,384.4338900730371,423.1579104756265,1.0,1,2,0.5504572958463616,1
CUST000005,57.41100961088502,9.513661478951203,0.2923926705496325,1.0,424.2282882268826,14.51471943203197,2,0,1.099190840581911,1
CUST000006,173.5614558108566,55.99986211774426,0.4055000646765605,712.9623526820278,428.13247581827045,41.47974492098457,3,0,0.8402840808503775,1
CUST000007,164.94560896633095,74.83270207453856,0.2513485270026283,1.0,159.26272847074944,1.0,5,0,1.906049676642743,1
CUST000008,218.3212404001069,1.0,0.14468569792509706,1.0,414.72635570355146,7.365367416726222,3,1,0.021373252215146632,1
CUST000009,144.44523011033812,30.371027840437968,0.3980238719029564,820.4351009807867,249.95083018877162,1.0,0,0,2.1647309965077657,1
CUST000010,325.547569831549,90.96254334064596,0.5860790813124002,488.5037819953401,449.58185125382056,1.0,3,0,0.02,1
CUST000011,196.1078032296435,60.680012100557406,0.2119682139561633,1.0,105.72927939593268,2.2474823137145847,0,1,2.393173164128674,1
CUST000012,30.02747349097865,1.0,0.2863643905314162,437.5982258461868,5.0,43.893925866496055,1,2,1.7704191802613265,1
CUST000013,262.8239783268838,17.19225609207387,0.19101008302633057,1.0,339.7413517119748,4.472820045790087,3,1,0.7394566757488734,1
CUST000014,186.0647891435795,63.55327806167791,0.16132156029725955,460.05882454850695,330.41219639456835,14.465859908157892,1,2,1.0155320269135952,1
CUST000015,60.925113644773646,23.856266520523594,0.6421159040683382,246.06250960127662,42.81143181751773,51.69723031019275,3,0,0.1046450417056417,1
CUST000016,213.2781866106285,1.0,0.5917957665005131,781.5532911561562,259.38062792026176,36.61910340448752,5,2,0.9088423858381371,1
CUST000017,140.46969612487837,98.12418027060957,0.3018170464518442,179.273164456922,478.79164817145454,45.74130231138758,3,3,0.01,0
CUST000018,189.89921575016956,1.0,0.33206769605243447,146.75978556422106,195.76386714704068,40.56675170237362,5,0,0.09367199063211706,1
CUST000019,193.59476297154723,68.41698136365798,0.19290862456334584,190.9809941994465,466.7570475270668,31.58557856770278,2,0,0.9131276806496618,1
CUST000020,1.0,39.77698821928703,0.5334146182452538,0.0,92.77128418883689,50.43813333319409,1,1,0.4256206484948267,0
CUST000021,242.16501119244595,1.0,0.6566075526169509,652.4643931415967,93.59396884706001,68.98691530417959,3,0,0.6782428792656395,1
CUST000022,231.3980860197741,100.83404928255118,0.36174042046397015,434.0364355398257,51.28487705216915,57.186148663583644,3,0,1.891967921618793,1
CUST000023,26.309956998804353,35.04103269350553,0.41834898540914933,0.0,5.0,1.0,1,2,1.3100199690288559,0
CUST000024,16.53893930897675,135.72049179067147,0.6404586574373768,344.1302870383184,182.20030095724422,16.452765213056125,2,1,1.3884280963622144,1
CUST000025,225.14138741572435,125.27671588456218,0.5239661321911158,294.00483245935703,5.0,62.45322193271906,2,1,0.23920927692442084,0
CUST000026,214.5215585950057,134.38457036400416,0.18211082262272674,15.280107933427871,373.15114705991294,34.46015273662838,3,1,1.430403607224165,1
CUST000027,283.85921382956064,1.0,0.4665474975736949,368.12376486147775,23.352006330424274,38.254903733544175,1,1,0.9123342207657867,1
CUST000028,128.42128736717802,87.70424819909265,0.24903684669039347,248.54801300242679,5.0,25.42058613159331,1,1,0.49213986646211144,1
CUST000029,162.14610641995458,3.06398109899677,0.3130378284544996,416.188994397052,255.288661056648,1.0,6,1,1.6130854524433946,1
CUST000030,209.51570254369136,119.2988180067571,0.10208114759610634,413.71858518544775,274.97718795389954,85.08956882636186,1,3,1.4012419361728585,1
CUST000031,159.53441994413083,51.96799064355584,0.148547822856539,191.33647078214202,484.10404235137105,51.2974031914591,1,0,0.44852280209364986,1
CUST000032,276.15192525355155,92.2646827718019,0.1680386393412156,313.85726085471276,549.3789127937582,1.0,2,0,0.41448978490946004,1
CUST000033,193.45026460913056,47.54449367900047,0.5438798761566868,876.6433190370346,376.7397741374089,1.0,1,1,0.6735020528129229,1
CUST000034,155.65106484655564,54.55361737170451,0.47532746108598073,1.0,161.60675260800744,1.0,3,1,0.02,1
CUST000035,135.1030690232703,52.97463896975202,0.13522354193082736,747.8593964756266,340.5447060737066,55.31616214798943,3,0,0.1278919930667215,1
CUST000036,304.0323979819886,41.02689260830448,0.3358836750347569,412.66691304071225,434.11961451500014,54.93854926756971,1,1,1.0148290385545453,1
CUST000037,241.7861947054776,56.63210902881781,0.4992260445523343,79.36852232381483,572.35270460409,1.0,2,1,0.22599830665276488,1
CUST000038,158.66976994143965,60.36180579188576,0.3034819062725413,42.45339899024634,92.81646293954589,1.0,0,1,0.02,1
CUST000039,1.0,38.72264439796757,0.28584601633860324,453.3851299937096,68.50926215599037,61.20519645494181,0,0,1.2920053052889142,1
CUST000040,196.89780781484677,1.0,0.3891029616761987,262.6823784113335,577.5702523036234,45.77624230994977,2,0,0.02,1
CUST000041,27.915635002897773,1.0,0.29891079480048066,1.0,198.78180302149426,1.0,1,1,1.1915343551966457,1
CUST000042,17.635042915782094,41.88418791037253,0.33971118174487225,207.25586459649162,432.3111629232577,1.0,2,1,2.081019662510164,1
CUST000043,1.0,1.0,0.2701158866089349,291.5032391877422,5.0,15.425620662299306,0,0,0.8947984911479491,1
CUST000044,111.86231710223589,65.7472146126268,0.3349806978737319,0.0,392.5075065391685,120.12737358721043,3,0,1.5072166718066364,0
CUST000045,169.68612358691234,1.0,0.18941106648387734,451.5560354510509,25.33180732157217,15.056366553250722,3,0,0.5151174515649222,1
CUST000046,122.04925367034664,34.66736773927575,0.4023575709200821,230.62912645913633,5.0,22.986672863271863,3,1,0.8797990783149112,1
CUST000047,16.327456112406935,14.587785215133415,0.17202603641692288,493.3497730373096,381.25119700083746,29.891622891804293,0,1,0.17866076789746188,1
CUST000048,313.9964529371393,1.0,0.49191942694982815,375.05619898134296,534.3321234183703,24.637356421892687,3,1,1.612194600561171,1
CUST000049,349.56674897839645,114.51476485600708,0.27119086860961156,415.88067045633306,142.98898488702196,46.81959982737874,1,1,0.22949365716260128,1
CUST000050,1.0,1.0,0.4846013503488713,1.0,5.0,46.693859120008376,1,0,0.14638162678919409,1
CUST000051,49.59203670449726,88.7772433181909,0.43904008558117186,668.1110487321948,158.72722870240867,1.0,2,0,1.3883070611338348,1
CUST000052,206.67717261841796,84.726741934959,0.34606884139446853,587.4443219451314,227.48991866798713,19.215808005337173,2,2,0.02,1
CUST000053,55.35092040115718,28.50564503401462,0.08376980152263969,697.8603309897767,558.6615986903065,24.900496758733254,4,1,0.8104578267737026,1
CUST000054,195.35087125544675,5.579045280750435,0.3544940310117335,46.721000908849135,333.4430573364597,42.80338892964358,3,2,1.0074320034630169,1
CUST000055,299.5458245242957,56.996784095747344,0.6098445644950462,378.6304899356512,259.39265139198375,1.0,4,1,1.557854829617555,1
CUST000056,129.33887203039535,24.287959324754322,0.5758843822186711,88.60103424959684,215.9250426501189,34.66963492702229,0,0,1.235510820434251,1
CUST000057,23.58032465442585,6.517325434507285,0.23514028018255564,0.0,63.3504100285154,23.131990495077567,4,1,0.3082037410811117,0
CUST000058,193.29598253606963,64.3593778596974,0.4536479611903728,504.0008975845051,560.1818927758371,77.82046572378778,3,2,0.9552678152290323,1
CUST000059,145.71766186884253,103.0288180149506,0.3387125217590217,347.1902820787889,237.20985313141244,86.71760176038343,2,0,0.7996488135609139,1
CUST000060,205.0052099024552,112.46223092775652,0.12200543297508966,51.021896251210165,485.62695412789253,1.0,2,0,1.162027995281774,1
CUST000061,253.0249693969567,1.0,0.22972963166291366,211.06735128561388,188.68298347808428,78.30919198777275,3,1,1.297604830450161,1
CUST000062,60.457203907495824,1.0,0.33972763346505225,1.0,5.0,47.998970547707664,1,1,0.10778320555319842,1
CUST000063,167.4577812831839,54.913689946233,0.4168146711708937,663.8164969465157,170.88432581234127,65.73982010249944,0,1,0.19075401022461413,1
CUST000064,18.816376764984057,78.64558643444194,0.2694454632177652,494.0477227947655,5.0,60.717960405928594,1,1,0.713143801539524,1
CUST000065,213.22163140318503,81.49866678260173,0.26182719245262864,460.80039576865494,492.28046421527347,21.415632145273527,1,2,1.0061817289539239,1
CUST000066,134.91622884333046,1.0,0.2892924820770863,220.75672317807397,212.3569178559384,22.816404949066445,2,1,0.0868524814846745,1
CUST000067,59.015352968637345,7.196010310321952,0.33669644052620046,411.39558778256617,338.057079762629,44.446690673066215,5,5,0.6904012626104374,0
CUST000068,113.64267050849709,63.46060630472,0.7976045792605959,368.61819645488447,241.23543582012184,40.56313670006874,0,0,1.2891757267767208,1
CUST000069,56.349362521040405,39.56243792159657,0.4571154237591992,1.0,95.36086319917652,1.0,1,1,1.2714291373017175,1
CUST000070,171.03030402219954,87.48204602665527,0.689244119772384,663.7221771074439,5.0,26.209418509337898,4,1,1.0638693440905822,1
CUST000071,152.97561394957452,65.77553814152729,0.3758669596547577,152.95672080655896,109.42966869395175,1.0,3,0,0.22107681619325115,1
CUST000072,120.25177991261498,91.9176077414053,0.3072064260450656,195.02476599535643,339.80558504344157,33.61887191684693,3,1,0.7537650575235169,1
CUST000073,200.82686396745896,66.46946448387791,0.45234612241728006,526.4487504358208,400.12778185157265,37.675534217940694,3,2,1.7091952941220683,1
CUST000074,171.47131831705263,71.43971250812527,0.21580765162839455,587.645095895334,431.8872495562366,55.78145013444768,3,0,1.1485701327487627,1
CUST000075,225.70320650539776,74.4823036218618,0.49014747573102646,328.86813710040184,503.1794557226766,29.696582245309358,3,1,0.5457739384744067,1
CUST000076,81.89483425251191,76.39850163442235,0.35215901410086003,1.0,497.9006466588678,37.247493865150666,3,0,1.6196889306110966,1
CUST000077,57.46077423570439,37.00726318597658,0.3885833593072458,206.50208250276438,73.7928819440454,84.12488389336323,6,1,0.6777877274659312,1
CUST000078,190.58240866738143,74.54422027545151,0.594834982418653,858.6644820038306,88.7211632420763,1.0,3,1,0.02,1
CUST000079,155.99326302663283,3.0771041473769003,0.6700264718659289,1.0,363.6417304037975,29.11348484377092,3,0,1.4879206569596692,1
CUST000080,1.0,25.168142648018943,0.17298306327166274,496.2494697495124,472.7676487758082,4.1945962547457505,2,2,0.02,1
CUST000081,24.846057580955588,21.720326646990742,0.06662923557206477,1.0,233.18463001999234,40.37953515984536,2,2,0.6034730195529103,1
CUST000082,122.51546993302077,26.97946348020254,0.3489417923558299,370.67988698704323,347.9032268126913,53.40550835627022,2,0,0.7285699499981073,1
CUST000083,209.13492417584004,1.0,0.148528291836996,187.9059298006597,322.6487947705087,22.9882916324248,2,0,0.7667839421412361,1
CUST000084,272.8030209608135,41.5233802287797,0.44358088127638523,275.8069571173873,121.68850440406791,1.0,1,2,0.3423657099809213,1
CUST000085,197.0044187368202,74.0014558075828,0.23400614270329537,570.0497854987564,563.2781813829208,110.37898842349087,0,0,1.143752585627646,1
CUST000086,256.13709648731333,86.80769336282246,0.1700185093558093,385.050331280275,113.51742073637763,26.829142580159804,0,1,0.02,1
CUST000087,198.6036289417637,73.31781771300166,0.48909439761160833,1.0,297.5037618315116,1.0,3,1,0.02,1
CUST000088,257.3412702410445,40.495603047760305,0.35781358923122825,437.41897949073524,260.8179696610465,60.355697692553385,2,0,0.35346008996080025,1
CUST000089,239.13439016052467,1.3740144157079897,0.34419263114570103,1.0,64.27147657232965,1.0,1,2,1.9740021725691501,1
CUST000090,1.0,4.7044278768551635,0.17429335636415147,516.9809011348843,217.3871546617968,1.0,1,0,1.0795085941419755,1
CUST000091,5.6074452926243055,13.729185665931347,0.2812016975975178,284.9006395022555,33.06716645043426,72.28386139362578,3,1,1.153719471661666,1
CUST000092,65.14132224779468,144.85843224989083,0.4990696091178162,34.79714328146292,35.787294355791914,47.71610922232164,4,1,0.4406938486243707,0
CUST000093,147.44459290085547,67.43561825751681,0.5019455191366725,377.03529040375463,475.3235994744796,53.518794617142106,2,0,1.0791195104095328,1
CUST000094,46.14561791560277,76.97429472104022,0.6134057821519314,386.4200710614533,67.58448223852719,45.45641511154375,1,1,0.02,1
CUST000095,61.47513138757775,1.0,0.11447673606941931,129.56050988829216,393.39106224132877,61.47397271950057,1,0,0.6690759777508491,1
CUST000096,311.0292980482871,46.60162546150956,0.20720844795384852,1.0,513.4976294958427,68.38054899006673,3,0,1.0326190754686775,1
CUST000097,266.5594895144128,51.967338432551934,0.19774152995490013,314.2930627824502,424.0369552369433,97.95805740357534,4,0,1.161913537374247,1
CUST000098,118.90624836489062,6.480831412827264,0.1657467574580094,364.74630619088566,303.166513416306,3.5449782342153746,4,1,1.6655252038119117,1
CUST000099,318.75480552367935,99.07688088858798,0.24240452524566394,388.72149283598657,5.032122059817965,42.62253550874097,4,2,1.2108897279626327,1
CUST000100,264.92733262856757,103.56589206545829,0.3341195758814213,135.68220040568818,541.7788725596146,12.920014272828634,4,2,1.0897631370978267,1
CUST000101,189.8147265122537,97.31953106838313,0.48151130851228163,672.5217182987367,5.0,13.68669127410401,1,1,0.42063282498568544,1
CUST000102,112.67317540586859,23.062536672828898,0.4055146474804729,113.73737479857053,239.80232446562164,1.0,3,1,0.02,1
CUST000103,101.04293529693284,31.064063346316367,0.21692246954328437,164.4665712063375,424.7195941735753,70.99978947901664,1,2,0.3586876134649194,1
CUST000104,64.91159109611013,29.487326298955395,0.3354152353584205,311.53445784589286,28.4036087584376,1.0,1,1,0.021772284052701707,1
CUST000105,48.49058081721313,65.96590884281682,0.5524084720945127,256.1229843193323,213.57304777218675,16.130744203785238,2,0,0.7933949381252531,1
CUST000106,229.3488720552213,1.0,0.20509001690793663,1.0,510.16093320382754,57.363359856615446,0,1,0.16760670697147595,1
CUST000107,350.2427467644797,16.527491375876732,0.09001068062022921,9.522905647424182,346.2940602458927,101.88484655000724,3,1,0.5575301072470193,1
